week_date	week_category	week_id	section_name	event_content
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Panel Discussion: “NAFTA vs. USMCA: Why it Matters and What’s at Stake” Panelists: Jeffrey Bergstrand, professor of finance; concurrent professor, Keough School of Global Affairs; Kellogg Faculty Fellow -Antonio Garza, former U.S. ambassador to Mexico -Tamara Kay, associate professor of global affairs and sociology, Keough School of Global Affairs; Kellogg Faculty Fellow Moderated by Katherine Corcoran, journalist; international media relations program director, University Communications; former Kellogg Hewlett Visiting Fellow for Public Policy. Wednesday, March 27; 5 p.m. in the Hesburgh Center
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Married Student Series: Parenting Tips Join licensed counselor John Peterson for a conversation on parenting tips. Sponsored by the Gender Relations Center and Family Resource Center. Dinner and free childcare will be provided. Wednesday, March 27; Dinner and Childcare: 5 p.m., Presentation: 5:30 p.m. in Room 210, Duncan Student Center
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Drop-In Discussion: “Race and Sexuality” How does a person’s race and/or ethnicity intersect with one’s sexual orientation and/or gender identity? In what ways does the interplay of these aspects of personhood impact a person’s experience at Notre Dame? Join our drop-in discussion group — a safe space, one of openness and acceptance — to break bread and talk with peers about common lived experiences. Wednesday, March 27; 5:30 to 7 p.m. in the Blue Room (312), LaFortune Student Center Documentary and Pizza Night: “I Am Brave” The host, International Justice Mission Campus Chapter of Notre Dame, will show a 20-minute documentary about anti-trafficking efforts around the world. Free pizza. Co-sponsored by the Gender Relations Center. Wednesday, March 27; 6:30 p.m. in Montgomery Auditorium, LaFortune Student Center
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Debate: “Is it Time to Try Socialism?” (Part of the Dean’s Fellows Speaker Series) With socialist theory finding new prominence in contemporary American political discourse, the Dean’s Fellows for the College of Arts and Letters will host a debate on the merits of socialism between Bhaskar Sunkara, founding editor of Jacobin Magazine and former vice-chair of the Democratic Socialists of America, and Jay Richards of the Busch Business School of Catholic University of America. Free but ticketed. Pick up tickets at LaFortune ticket office. Wednesday, March 27; 7 p.m. at the Jordan Auditorium, Mendoza College of Business
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Mini Medical School Lecture: “Eat Like a Rabbit, See Like Superman: Everything You Might Not Know about Healthy Eyes” Amy Layman, OD, Boling Vision Center. Part of the 23rd annual Mini Medical School Lecture Series. Free and open to the public; ample parking available. Wednesday, March 27; 7 to 8:30 p.m. in the auditorium, Raclin-Carmichael Hall (across from the front gates of ND)
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Presentation and Q&A: Renting in New York Learn more about the NYC apartment hunting process with Cooper & Cooper Real Estate’s “Renting in New York — A Practical Guide” Workshop and Q&A! Dinner will be served. Sponsored by the Senior Class Council. Facebook link . Wednesday, March 27; 7 p.m. in the ballroom of LaFortune Student Center
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Talk: “CS for Good: Computing for the People” Charles Crowell, professor in the Department of Psychology and director of the Idzik Computing and Digital Technologies Program, will present a talk about his experiences working on computational projects with a focus on social good. These include unique applications such as personal planning, education, rehab and therapy, as well as cybercrime. Wednesday, March 27; 7 p.m. in Room 116, DeBartolo Hall
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Lecture: “Globalization and Latin American Cinema: Toward a New Critical Paradigm” Sophia McClennen, professor of comparative literature and international affairs, Penn State University. Thursday, March 28; 1 p.m. in the auditorium, Hesburgh Center
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	New Frontiers in Economic Development Lecture Series: “The Aggregate Effects of ‘Free’ Secondary Schooling in the Developing World” A lecture by David Lagakos, associate professor of economics, University of California San Diego; research associate, National Bureau of Economic Research. Thursday, March 28; 4 p.m. in Room 1050, Jenkins Nanovic Halls
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Presentation: “Powerful Teaching: Unleash the Science of Learning” Cognitive scientist Pooja K. Agarwal, will illuminate key discoveries from the science of learning and will provide step-by-step guidance on how to transform teaching using four powerful strategies: Retrieval practice, spacing, interleaving and feedback-driven metacognition. Demonstrated to transform learning beyond the laboratory, these research-based strategies are easily implemented in less than a minute — without additional prepping or grading. Co-sponsored by the Office of the Provost and Education, Schooling and Society. Thursday, March 28; 4 to 5:30 p.m. in Room 1030, Jenkins Nanovic Halls Panel Discussion: “From Conflict to Communion — The Future of Christians Together in the World” Professor Neil Arner will moderate a conversation concerning the issues that unite Christians across denominational boundaries, and how Christians can work for reconciliation among themselves and in the world. The panelists are thoughtful leaders from five Christian communities: Rev. Dr. Anna Case-Winters (Reformed), Very Rev. Dr. Sarah Rowland Jones (Anglican), Rev. Dr. Martin Junge (Lutheran), Cardinal Kurt Koch (Roman Catholic) and Rev. Dr. Tim Macquiban (Methodist). All are welcome to attend. Thursday, March 28; 5 p.m. in the auditorium, McKenna Hall
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Research Seminar: “Pasolini Screenwriter for Fellini” Presented by Claudia Romanelli, assistant professor of Italian at the University of Alabama, this seminar focuses on Pier Paolo Pasolini’s contribution to Federico Fellini’s screenplay for “Le notti di Cabiria” (1957) while also considering the role that he played in writing the scripts for “Viaggio con Anita” and “La dolce vita” (1960). Thursday, March 28; 5 to 6:30 p.m. in Rare Books and Special Collections (Room 102), Hesburgh Library
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	An Open Forum Discussion on Lead Levels in St. Joseph County In 2016, Reuters wrote a catalyzing article that listed South Bend, Indiana, as having lead levels higher than Flint, Michigan. In response, Notre Dame Lead Innovation Team ( ND LIT ) was formed. Through community partnerships, ND LIT’s goal is to give community members the knowledge and ability to fight this issue and protect families from lead. See more information . Heidi Beidinger, assistant professor of the practice in the Department of Biology and ND LIT team member, will chair our discussion of how they are addressing this threat and what scientists can do to help. Thursday, March 28; 5 to 6 p.m. in Room 134, Duncan Student Center
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Student Peace Conference Explore the integration of theory and practice in peacebuilding. Pre-registration is free but required. Friday and Saturday, March 29-30, in the Hesburgh Center
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Lecture: “Digital Innovation at the Bodleian Library” Neil Jefferies is head of innovation for Bodleian Digital Library Systems and Services at Oxford. He is a scientist by training but has been working with internet technologies for nearly 20 years, mostly commercially. Friday, March 29; noon to 1 p.m. in Classroom 246, Hesburgh Library
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Panel Discussion: Climate and Business Summit Listen to industry professionals discuss the future of energy and opportunities in the renewable energy sector. See more information and RSVP here . Friday, March 29; 1 to 3:30 p.m. in Jordan Auditorium, Mendoza College of Business
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Lecture: “Computational Transformation and Distributed Digital Objects” Peter Cornwell is a British software engineer, the founder of the Data Futures project and a media theorist. Friday, March 29; 1:30 to 3 p.m. in Classroom 246, Hesburgh Library
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Lecture: “Legislating for the Irish Language: The Welsh Connection” Rob Dunbar, chair of Celtic Languages, Literature, History and Antiquities at the University of Edinburgh. Friday, March 29; 3:30 p.m. in Room 150, Jenkins Nanovic Halls
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Labor Café: “Modern-Day Slavery? An Introduction to Privatized Prisons” Facilitators will include students in the Advocacy for the Common Good course: Maddie Whitney (business analytics and public service ’22), Sophia Henn (peace studies, music theory, economics ’21) and Elaine Carter (accounting ’22). The discussion will focus on the inherent problems behind the privatized prison industry, including race-based discrimination, exorbitant rates of recidivism and unjust profiteering of labor by incarcerated populations. It will continue with an examination of the financial relationships between this industry and large institutions such as the University, through the contributions of employee retirement fund investments. Friday, March 29; 5 to 6 p.m. in the Coffee House, Geddes Hall
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Seminar in American Religion: “Elizabeth Seton: American Saint” Catherine O’Donnell, Arizona State University, will speak on the topic of her latest book. Commentators for this seminar are Margaret McGuinness, La Salle University, and James Lundberg, Notre Dame. Sponsored by the Cushwa Center. Saturday, March 30; 9 a.m. in Room 210-214, McKenna Hall
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Lectures and Presentations	Lecture: “Hopi Runners: Crossing the Terrain between Indian and American” Matthew Sakiestewa Gilbert, professor and director of American Indian studies and professor of history at the University of Illinois at Urbana-Champaign, is enrolled with the Hopi Tribe from the village of Upper Munqapi in northeastern Arizona. Centering his research and teaching on Native American history and the history of the American West, he examines the history of American Indian education, the Indian boarding school experience, and American Indians and sport. Pizza, berries and refreshments will be served. Poster link . Sunday, March 31; 5:30 to 6:30 p.m. in Remick Commons, ACE Building
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	Classes and Workshops:
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	Graduate Consulting Boot Camp: The Ultimate Crash Course for Consulting Interviews (2-night event) Management Consulted is the world’s largest resource for consulting jobs and prep. Get a jump start on your preparation for the highly competitive consulting field with direct access to the world’s top experts on consulting interviews, resumes and networking. Schedule: Monday features networking, resumes, cover letters and fit interviews. Tuesday features case interview prep. Refreshments provided. RSVP here . Monday and Tuesday, March 25 and 26; 5:30 to 8:30 p.m. in Room 512, Duncan Student Center
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	Information Session: TESOL and Linguistics Minors For undergraduate students who are interested in studying or teaching languages. The TESOL (Teaching English to Speakers of Other Languages) minor is designed to equip students with the skills to teach English to non-native English speakers. Thursday, March 28; 5:30 to 6:30 p.m. in Room 320, DeBartolo Hall
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	**** Kaneb Center for Teaching and Learning:
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	Workshop: “Assessing Prior Knowledge” (Open to graduate students, postdocs and faculty) G. Alex Ambrose, associate program director, and Monica Arul, graduate associate of the Kaneb Center. Students come to the classroom with a broad range of pre-existing knowledge, skills, beliefs and attitudes, which influence how they attend, interpret and organize incoming information. What are the ways to find out if students start your course with the knowledge and skills that you expect as prerequisites? Register here . Tuesday, March 26; 9:30 to 10:45 a.m. in Room 210-214, McKenna Hall
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	Engaging Students in Large Classes Presented by Jim Schmiedler, Fellow of the Kaneb Center. Wednesday, March 27; 10:30 to 11:45 a.m. in the ND Room (202), LaFortune Student Center **** Hesburgh Libraries Workshops: Visit the Library Workshop Registration Portal . See all Hesburgh Libraries events at library.nd.edu/events .
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	Bootstrap 3 Essential Training (Intermediate) Bootstrap is one of the most popular frameworks for rapidly building seamless, mobile-friendly websites with HTML, CSS and Javascript. Those familiar with HTML and CSS will find it amazingly easy to rapidly prototype well-crafted, professional-looking websites with ready-made interface elements from the extensive bootstrap libraries. In this workshop, we will create a great-looking and effective bootstrap website from the ground up. Register here . Friday, March 22; 1 to 3 p.m. in Room 220, Hesburgh Library **** Navari Family Center for Digital Scholarship Workshops CDS Workshop information and registration: cds.library.nd.edu/workshops . Hesburgh Library workshop calendar . Questions? Email cds@nd.edu .
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	Python for Data Manipulation Python is a widely used programming language for general purpose programming. It is free and open source. Pandas is a free Python library for data manipulation and analysis. This introductory workshop will demonstrate some of the capabilities of Python for data manipulation and analysis, with an emphasis on Pandas. Register here . Tuesday, March 26; 2 to 3 p.m. in Room 246, Hesburgh Library
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	Introduction to Geographic Information System (GIS) GIS is a computer-based platform for the storage, visualization, analysis and interpretation of data to understand spatial relationships, patterns and trends in geographic data. Register here . Wednesday, March 27; noon to 1 p.m. in computer classroom 202, Hesburgh Library
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Education and Research Opportunities	Hands-On Data Structures and Iteration “R” is the most widely used programming language for statistical computing and graphics. It is free and open source. Register here . Friday, March 29; 10 to 11 a.m. in Classroom 246, Hesburgh Library
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deadlines and Registrations	Senior Week/Commencement Housing Senior Week and Commencement Housing is provided to students who meet one of the following criteria:
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deadlines and Registrations	Siblings or fiancé(e)’s of graduating students must complete the housing extension request form no later than Wednesday, March 27. For information on Senior Week/Commencement housing please visit residentiallife.nd.edu/commencement .
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deadlines and Registrations	**** Do you think you could be the next Notre Dame Leprechaun? The application and video submission is right around the corner! Videos and applications must be submitted by 5 p.m. Wednesday, March 27. For more information please visit und.com/cheer .
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deadlines and Registrations	“The Juggler” Literary Magazine “The Juggler,” Notre Dame’s student art, literature and photography magazine, is currently accepting submissions! Graduate and undergraduate students of any major may participate. For more information and full submission guidelines, visit juggler.nd.edu/guidelines . Submit by Monday, April 1, and email juggler@nd.edu with any and all questions. We look forward to receiving your work!
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deadlines and Registrations	Panel Discussion: “Academic Publishing Today: A Conversation” What do changes in the academic publishing world mean to graduate students, postdocs and early-career professionals in the humanities and social sciences? This panel of industry experts will provide valuable information for emerging scholars looking to revise a dissertation into a book. Panelists are Jennifer Banks, executive editor for religion, classics, philosophy, literature and psychology, Yale University Press; Eli Bortz, editor in chief, University of Notre Dame Press; and Jenna Kolesari, assistant acquisitions editor, University of Notre Dame Press. Moderated by Thomas Tweed, director, Ansari Institute for Global Engagement with Religion. Registration is encouraged: ansari.nd.edu/publishingpanel . A light lunch will be served. Monday, April 1; 12:30 p.m. (lunch served at 12:15 p.m.) in Room 1030, Jenkins Nanovic Halls
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deadlines and Registrations	Casual Conversations/Q&A with Shannon and Lou A chance for students to learn directly from the administration , Shannon Cullinan and Lou Nanni, about University finances and how the administration stewards ND’s three main sources of revenue: tuition, monetary gifts and the endowment. This is a follow-up to the October talk “Where Does the Money Go?” Emceed by current student body VP, Corey Gayheart. Chick-fil-A catering provided to the attendees. Monday, April 1; 7 to 8 p.m. in Carey Auditorium, Hesburgh Library
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deadlines and Registrations	Academic Women’s Panel III: “The Art of Saying No” Notre Dame graduate students, postdoctoral scholars and early-career professionals are invited to join the conversation about how and when to say no with women in leadership positions here at the University. Panelists include Nyree McDonald, Sarah Mustillo, Kerry Meyers and Rebecca Wingert. Presented by the Postdoc Women’s Committee. Register here . Tuesday, April 2; 2 to 3:30 p.m. in Room 202 (Notre Dame Room), LaFortune Student Center Volunteer for the Holy Half Marathon The Holy Half staff is looking for volunteers for race day, Saturday, April 6! Come cheer on friends who are running while handing out water and directing runners through the course. Anyone can volunteer — please sign up here and receive more information about race-day duties.
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deadlines and Registrations	Storm the Stadium Anyone who intends to participate in Storm the Stadium and would like to receive a T-shirt needs to register by Monday, April 1. On Saturday, April 27, Notre Dame’s Office of Military and Veterans Affairs will host Storm the Stadium — a fun and family-friendly event in Notre Dame Stadium — and we’d love for you to join! Registration ranges from $5-$45 and includes experiences such as the ultimate stair-climbing challenge, a walk around the House that Rockne Built and a kids’ inflatable zone right on the field. All proceeds will benefit Notre Dame-enrolled veterans and their families, active-duty and ROTC students, and dependents of service members. Join us April 27, to Storm the Stadium !
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Awards and Competitions	Hesburgh Libraries Hackathon – Over $9,000 in Prizes The Hesburgh Libraries Hackathon challenges teams of Notre Dame student developers, graphic designers, subject specialists and other creatives to reimagine solutions to everyday problems. This year’s theme is Teams will “Synergy: Holistic Solutions for the Whole Student.” develop ideas that help students to achieve more balance and better integrate the complexities of daily life. Online registration closes at 7 p.m. Friday, March 29 — visit the Hackathon website to learn more or register . Friday through Sunday, March 29 to March 31, in Collaboration Hub (Room 231), Hesburgh Library
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deals and Discounts	St. Michael’s Laundry monthly coupon .
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Deals and Discounts	U.S. Open Volunteer Openings Available A limited number of prime volunteer opportunities remain to help out at the 40th U.S. Senior Open, June 24-30. Perks include Under Armour apparel and access to the championship on the days when not assigned to help.
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Also this week…	Spread the Word to End the Word Day! On Wednesday, March 27, Special Olympics of Notre Dame is celebrating “End the R Word Day.” To support the end of the use of this derogatory term, stop by and sign a banner to pledge to stop using the R word. There will be banners at Table A (by Modern Market) in the Duncan Student Center from 11 a.m. to 2 p.m. and in the lobbies of both dining halls from 5 to 8 p.m. We hope to see you there!
2019-3-24	Undergraduate and Graduate Students	4F206D4A0011E5CF2540EF23F30FEDED	Also this week…	Earth Hour Join the University as we switch off the lights on two of its iconic buildings — the Golden Dome atop the Main Building and the “Word of Life” mural on the Hesburgh Library. For more information, visit Notre Dame Switching Off for Earth Hour . Saturday, March 30; 8:30 to 9:30 p.m. on the Golden Dome and Word of Life Mural
2019-3-17	Undergraduate and Graduate Students	FE823EA5CA49A6D62540EF23F30FEDED	Athletics and Sporting Events	Women’s Lacrosse vs. Vanderbilt Wednesday, March 20; 4 p.m. at Arlotta Stadium
2019-3-17	Undergraduate and Graduate Students	FE823EA5CA49A6D62540EF23F30FEDED	Athletics and Sporting Events	Softball: vs. UIC: Wednesday, March 20; 5:30 p.m. at Melissa Cook Stadium vs. Louisville: Friday, March 22; 6 p.m. Saturday, March 23; 2 p.m. Sunday, March 24; noon
2019-3-17	Undergraduate and Graduate Students	FE823EA5CA49A6D62540EF23F30FEDED	Athletics and Sporting Events	Women’s Tennis vs. Wake Forest (free, non-ticketed) Friday, March 22; 3:30 p.m. inside Eck Tennis Pavilion or outside at Courtney Tennis Center
2019-3-17	Undergraduate and Graduate Students	FE823EA5CA49A6D62540EF23F30FEDED	Athletics and Sporting Events	Women’s Basketball (NCAA Tournament First and Second Rounds) Teams and start times TBD. Friday, Saturday and Sunday, March 22-24; in Purcell Pavilion, Joyce Center
2019-3-17	Undergraduate and Graduate Students	FE823EA5CA49A6D62540EF23F30FEDED	Athletics and Sporting Events	Men’s Tennis (free, non-ticketed) vs. Wake Forest: Friday, March 22; 3:30 p.m. inside Eck Tennis Pavilion or outside at Courtney Tennis Center vs. NC State: Sunday, March 24; noon vs. Toledo: Sunday, March 24; 5 p.m.
